post,year,annual_peak_cm,annual_peak_date,spring_peak_cm,spring_peak_date,spring_min_cm,spring_amplitude_cm,max_rise_7d_cm_day,max_fall_7d_cm_day,rise_start_date,days_from_rise_to_peak,days_above_p90,days_above_p95,p90_level_cm,p95_level_cm,annual_peak_cm_z,spring_peak_cm_z,spring_amplitude_cm_z,max_rise_7d_cm_day_z,days_above_p90_z,days_above_p95_z
Жиганск,2021,910.0,2021-05-26,910.0,2021-05-26,-246.0,1156.0,129.57142857142858,-49.0,2021-05-19,7,22,8,611.0,746.0,-1.1428835193352982,-1.1428835193352982,-0.6612320466938074,-0.1401307802708186,-0.9140224592810495,-1.0563042594463918
Жиганск,2022,1092.0,2022-05-29,1092.0,2022-05-29,28.0,1064.0,150.28571428571428,-28.428571428571427,2022-05-26,3,48,32,611.0,746.0,-0.10318442270787291,-0.10318442270787291,-1.165811400106604,0.45312361795600453,1.3904220441184452,2.0165808589431116
Жиганск,2023,1226.0,2023-05-31,1226.0,2023-05-31,-304.0,1530.0,108.28571428571429,-34.42857142857143,2023-05-19,12,40,27,611.0,746.0,0.6623083187650666,0.6623083187650666,1.389992716092996,-0.7497508170694169,0.6813621969186006,1.3763964592786317
Киренск,2008,503.0,2008-06-15,503.0,2008-06-15,27.0,476.0,27.0,-25.428571428571427,2008-05-07,39,42,19,244.10000000000036,312.0,0.48598737229400457,0.5142834377294603,0.2986168818036177,-0.9494910538022474,0.4806248004595052,0.15974171926585243
Киренск,2009,434.0,2009-06-08,434.0,2009-06-08,19.0,415.0,42.142857142857146,-18.428571428571427,2009-04-28,41,64,44,244.10000000000036,312.0,-0.14522446183844373,-0.12151601944111547,-0.2937613227499003,-0.04632962517150583,1.6637012323598255,1.8412335010116674
Киренск,2010,596.0,2010-05-17,596.0,2010-05-17,52.0,544.0,51.285714285714285,-37.142857142857146,2010-05-06,11,36,30,244.10000000000036,312.0,1.3367511487333914,1.371230532176758,0.9589729131091786,0.4989753883413944,0.15796759175941777,0.899598103234011
Киренск,2011,404.0,2011-04-26,404.0,2011-04-26,14.0,390.0,51.0,-18.571428571428573,2011-04-23,3,28,5,244.10000000000036,312.0,-0.4196643897221169,-0.39795056603701795,-0.5365392754357683,0.4819346066691163,-0.27224201984069873,-0.7818936785118039
Киренск,2012,537.0,2012-05-11,537.0,2012-05-11,-12.0,549.0,70.14285714285714,-31.571428571428573,2012-05-07,4,26,16,244.10000000000036,312.0,0.7970192905621675,0.827575923871483,1.0075285036463524,1.6236669787117515,-0.37979442274072783,-0.042037294543645375
Киренск,2013,597.0,2013-05-07,597.0,2013-05-07,16.0,581.0,70.42857142857143,-36.42857142857143,2013-05-02,5,16,13,244.10000000000036,312.0,1.3458991463295138,1.380445017063288,1.3182842830842634,1.6407077603840299,-0.9175564372408735,-0.24381630835314316
Киренск,2014,284.0,2014-06-16,284.0,2014-06-16,10.0,274.0,21.142857142857142,-16.714285714285715,2014-04-19,58,6,0,244.10000000000036,312.0,-1.5174241012568095,-1.503688752420628,-1.663028975898196,-1.2988270780839493,-1.4553184517410191,-1.1181920348609669
Киренск,2015,501.0,2015-05-27,501.0,2015-05-27,-18.0,519.0,55.57142857142857,-36.285714285714285,2015-04-30,27,41,25,244.10000000000036,312.0,0.4676913771017597,0.4958544679564001,0.7161949604233107,0.7545871134255664,0.4268485990094906,0.563299746884848
